"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,"Total clicks","Other clicks","Matched audience targeting consumption (Photo Click)","Link clicks","Matched audience targeting consumption (Video Click)","Views from Organic posts","Views from Boosted posts","Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Negative feedback from users: Hide all","Negative feedback from users: Hide","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
1420322646808301,100064917362794,"Virtu Ferries Ltd.","After 51 days on the road, 2,755km covered, and more than €145,000 raised for YMCA Malta, Zach Vella made it home.

Virtu Ferries is proud to have played a small part in the journey, helping Zach cross from Italy to Malta for the final stretch.

Congratulations and welcome home, Zach.",,0,"05/19/2026 03:49",N/A,https://www.facebook.com/virtuferries/posts/pfbid0TRMQxjoi5KUvbnMYzUfKPNZdo786b7mvAh2YkJKG4CLLjYHBLw2h9bjFCVHkECBrl,0,0,Photos,,,,,Lifetime,11206,7276,54,51,3,0,284,105,178,1,,11206,0,7276,0,0,0,0,0,0,0,,,,,,,
1418568806983685,100064917362794,"Virtu Ferries Ltd.","☀️Sun. 
🌊Sea. 
🇮🇹Sicily.

Your dream summer trip is less than 2 hours away and starts from €62.00.

👉Book Now: www.virtuferries.com",,0,"05/17/2026 03:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid021QiuRrzr9TDp99VRuFa1Nqq11zerN29uWhGrfUosfFJMsCjHiYRRWrPXwzvyQYaDl,0,0,Photos,,,,,Lifetime,284470,79196,58,54,4,0,917,495,22,400,,5373,279097,4196,76416,0,0,0,0,0,0,1,,,,,,
1417940760379823,100064917362794,"Virtu Ferries Ltd.","We don't make the rules. We just follow them 🟦",,0,"05/16/2026 09:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid02TXgjhGgUVFgwraPTe7AWzTYHE9ADMYQ9NpxqYzAnNV5kJNVwnZpxKWFErMifDNtYl,0,0,Photos,,,,,Lifetime,165920,71215,167,129,35,3,992,755,112,125,,22593,143327,14796,56696,0,0,0,0,0,0,,,,,,,
1417596307080935,100064917362794,"Virtu Ferries Ltd.","🗓️  Your weekly crossing schedule is here. See you on board!",,0,"05/16/2026 00:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid0sYE1JiCuZPPKJ6W7pZx4gtsYGF5CebE7PRq8mNAWcHZz6i8YihrFBDzVegtaviERl,0,0,Photos,,,,,Lifetime,4129,2535,15,14,1,0,100,31,69,,,4129,0,2535,0,0,0,0,0,0,0,,,,,,,
1416881840485715,100064917362794,"Virtu Ferries Ltd.","This isn't AI. This is a street in Sicily.

The annual Infiorata di Noto will be held from the 15th May to the 19th May. For the full programme, visit https://www.infioratadinoto.it/",,0,"05/15/2026 04:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid0nC4v98kxzLqPPpY59ETTX344qZ3HaQhdqm34qNPDiNmtu8m5MgNyE4Ppuefg49xKl,0,0,Photos,,,,,Lifetime,12106,7963,41,39,2,0,388,101,262,25,,12106,0,7963,0,0,0,0,0,0,0,,,,,,,
1415941307246435,100064917362794,"Virtu Ferries Ltd.","✨ 𝗥𝗲𝗮𝗱𝘆 𝗪𝗵𝗲𝗻 𝗬𝗼𝘂 𝗔𝗿𝗲

Our online booking system is back online. You can now book your trip through our website as usual.

Thank you for your patience.",,0,"05/14/2026 01:51",N/A,https://www.facebook.com/virtuferries/posts/pfbid02bLucLLqBDpvHgVos8QYDdp8xuHoeGVWNqj2AYzit8mCKigHqhCyCTGPSLoR72c5tl,0,0,Photos,,,,,Lifetime,103572,50481,105,94,4,7,359,253,27,79,,10384,93188,6115,44831,0,0,0,0,0,0,,,,,,,
1415092483997984,100064917362794,"Virtu Ferries Ltd.","🎁 GIVEAWAY. 

May is here, and so is another chance to WIN BIG with Virtu Ferries & Sicilia Outlet Village! 

𝐖𝐇𝗔𝗧 𝗬𝗢𝐔 𝗖𝗔𝗡 𝗪𝗜𝗡 

🏷️ €500 Sicilia Outlet Village Shopping Voucher 
🚢 2 Round Passenger Tickets + Light Car with Virtu Ferries 

𝗛𝗢𝗪 𝗧𝗢 𝐄𝗡𝗧𝐄𝗥 
👍 Follow our page 
🔁 Like & Share this post 
💬 In your own words, tell us why you love Virtu Ferries.

ℹ️ Competition closes 31.05. Winner selected by random draw.",,0,"05/13/2026 03:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid025juZKEXbEg8hPr5adnDUbjWiQJze1MwPgg99hJwfX6vjNTWZcAbNnsGeZXhmEi8Rl,0,0,Photos,,,,,Lifetime,172946,75916,3475,1548,1005,922,4026,3569,333,124,,125159,47787,60916,17502,0,0,0,0,0,0,2,1,,,,,
1413246804182552,100064917362794,"Virtu Ferries Ltd.","⚠️ 𝗜𝗠𝗣𝗢𝗥𝗧𝗔𝗡𝗧: 𝗦𝗲𝗿𝘃𝗶𝗰𝗲 𝗨𝗽𝗱𝗮𝘁𝗲

IBM has now provided a more concrete estimate regarding the ongoing Amsterdam datacenter incident. Restoration work is progressing, and access to affected systems may begin to be restored between May 12–13.

Please note that this marks the beginning of the recovery process, not the point at which all services will be fully operational again.

As a result, Virtu Ferries’ online booking system remains affected until the issue is fully resolved.

Passengers are kindly requested to arrive 2 hours before departure to allow sufficient time for check-in and ticket processing. Further updates regarding bookings and services will be provided as soon as possible.

We apologise for the inconvenience and sincerely appreciate your continued patience.",,0,"05/10/2026 23:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid0usY4bpKfozJc1FrMmZQZbb8qyUGKzZu1EUDADpCVywFCQ69hGudxkCZgKDRfxqmul,0,1,Photos,,,,,Lifetime,15798,7693,38,23,12,3,433,387,38,8,,15798,0,7693,0,0,0,0,0,0,0,,,,,,,
1412720097568556,100064917362794,"Virtu Ferries Ltd.","📆 Your weekly schedule for the week commencing 11.05.",,0,"05/10/2026 08:38",N/A,https://www.facebook.com/virtuferries/posts/pfbid02qCutYPBysrvY4PNKmcg2aeXB7rkzJqnm4ehdTMhiqLRYoxSozwoxpd3prvSa9RjRl,0,0,Photos,,,,,Lifetime,6422,3206,13,10,2,1,162,40,122,,,6422,0,3206,0,0,0,0,0,0,0,,,,,,,
1412380980935801,100064917362794,"Virtu Ferries Ltd.","ℹ️ 𝗦𝗲𝗿𝘃𝗶𝗰𝗲 𝗨𝗽𝗱𝗮𝘁𝗲

IBM has confirmed that work to restore access to the affected systems is progressing as planned. Their teams are working 24 hours a day, and the recovery process is expected to take several days to complete.

As a result, Virtu Ferries’ online booking system remains affected until the issue is resolved. Passengers are kindly requested to arrive 2 hours before departure to allow sufficient time for check-in and ticket processing.

We apologise for the inconvenience and will provide further updates as soon as possible.",,0,"05/10/2026 01:42",N/A,https://www.facebook.com/virtuferries/posts/pfbid0TJ9MhMzaoWVMRsvgrFRLCZ7D8UG2a4ujYJmaJ2mQCmV5EkZQMusAqugBzqp7sxghl,0,1,Photos,,,,,Lifetime,10919,6187,28,19,8,1,345,317,28,,,10919,0,6187,0,0,0,0,0,0,0,,,,,,,
1410598944447338,100064917362794,"Virtu Ferries Ltd.","ℹ️𝗜𝗡𝗩𝗘𝗦𝗧𝗜𝗚𝗔𝗧𝗜𝗢𝗡 𝗨𝗣𝗗𝗔𝗧𝗘: 𝟮𝟬𝟮𝟲-𝟬𝟱-𝟬𝟴 𝟬𝟰:𝟬𝟬 𝗨𝗧𝗖

NorthC's assessment efforts at the Amsterdam data center remain ongoing, with continued focus on determining the extent of damage, the impact on the underlying power infrastructure, and associated repair timelines.

As a result, Virtu Ferries’ online booking system remains affected until the issue is resolved. Passengers are kindly requested to arrive 2 hours before departure to allow sufficient time for check-in and ticket processing.

We apologise for the inconvenience and will provide further updates as soon as possible.",,0,"05/08/2026 00:08",N/A,https://www.facebook.com/virtuferries/posts/pfbid036cFZKSZXnCsyYUYqemgQa6jGQoppZsg64rYySuNctT3aayoDYVQeB75a3UsbfvxEl,0,1,Photos,,,,,Lifetime,14964,8161,28,17,5,6,382,337,42,3,,14964,0,8161,0,0,0,0,0,0,0,,,,,,,
1410052701168629,100064917362794,"Virtu Ferries Ltd.","⚠️ 𝗜𝗠𝗣𝗢𝗥𝗧𝗔𝗡𝗧: 𝗦𝗲𝗿𝘃𝗶𝗰𝗲 𝗨𝗽𝗱𝗮𝘁𝗲

Kindly note that our reservations system is still experiencing downtime due to an incident at North C Data Centre on Rondebeltweg in Almere in the Netherlands.

This will affect our check-in procedures, therefore we kindly ask all passengers to present themselves for check-in minimum 2 hours prior departure.

Please accept our apologies and follow our socials for further updates.",,0,"05/07/2026 07:38",N/A,https://www.facebook.com/virtuferries/posts/pfbid02B6cKPpkQSxERpaj3hqUbs3hvhBhZbYXurP1cykRZBmmgf6p7Q2HCbJEvR4E4DPTwl,0,0,Photos,,,,,Lifetime,38061,16744,198,119,58,21,2713,2405,297,11,,38061,0,16744,0,0,0,0,0,0,0,,,,,,,
1409084254598807,100064917362794,"Virtu Ferries Ltd.","🤝 Join Our Team!

Virtu Ferries is seeking to recruit Full-Time Reservations & Front Office Clerk.

If you fancy embarking on an exciting new journey, send your CV to admin@virtuferries.com by not later than 25.05.26.",,0,"05/06/2026 04:29",N/A,https://www.facebook.com/virtuferries/posts/pfbid0fipgG18Sx86GhQ2CeBoAPzzHYyTHbsCsGXFY4w726ZXRJW88R3edZW2FNaLdJ3QRl,0,0,Photos,,,,,Lifetime,9929,6023,33,27,3,3,143,108,35,,,9929,0,6023,0,0,0,0,0,0,0,,,,,,,
1407648978075668,100064917362794,"Virtu Ferries Ltd.","Less than 50 days until summer in Sicily 2026 is underway .Not that anyone’s counting. (We are) 🌊",,0,"05/04/2026 09:30",N/A,https://www.facebook.com/virtuferries/posts/pfbid025DezH6U25Um9KydFhxW6S7HWEEWGXocNVvnG81qqqvhtnMuWPy3EgAHq9cHWawCZl,0,0,Photos,,,,,Lifetime,4481,2689,9,9,0,0,40,8,32,,,4481,0,2689,0,0,0,0,0,0,0,,,,,,,
1406580054849227,100064917362794,"Virtu Ferries Ltd.","📸The Saint John Paul II in all its glory, captured by @voyagair.shipspotting",,0,"05/03/2026 04:01",N/A,https://www.facebook.com/virtuferries/posts/pfbid0keqtPZ96WdVsAPUunofTbLXtJW4gqQ3iwQ4iHeZ7uNcXJGbbWcJLFGrenXWjL2pml,0,0,Photos,,,,,Lifetime,124259,51449,210,196,8,6,1045,473,449,123,,18053,106206,12671,41877,0,0,0,0,0,0,,,,,,,
1405646268275939,100064917362794,"Virtu Ferries Ltd.","Go Monday. 
Come back Tuesday.
Or Wednesday
Or Thursday
Or Friday
Or Saturday. 
Or Sunday.

We cross multiple times a day, you pick.",,0,"05/02/2026 00:00",N/A,https://www.facebook.com/virtuferries/posts/pfbid0E5vhwSmoMwbgAZLTZp3WfTEhcNaG7owFhsakCS88kcBfoMLwxdcRJJy3iDV7weYgl,0,0,Photos,,,,,Lifetime,3110,1768,2,1,1,0,29,4,25,,,3110,0,1768,0,0,0,0,0,0,0,,,,,,,
